idPartido,temporada,division,jornada,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,fecha,timestamp
36306,2017-18,1,1,Valencia,Las Palmas,1,0,18/08/2017,1503007200
36307,2017-18,1,1,Leganes,Alaves,1,0,18/08/2017,1503007200
36308,2017-18,1,1,Celta de Vigo,Real Sociedad,2,3,19/08/2017,1503093600
36309,2017-18,1,1,Girona,Atletico de Madrid,2,2,19/08/2017,1503093600
36310,2017-18,1,1,Sevilla,Espanol,1,1,19/08/2017,1503093600
36311,2017-18,1,1,Levante,Villarreal,1,0,20/08/2017,1503180000
36312,2017-18,1,1,Atletico de Bilbao,Getafe,0,0,20/08/2017,1503180000
36313,2017-18,1,1,Malaga,Eibar,0,1,20/08/2017,1503180000
36314,2017-18,1,1,Barcelona,Betis,2,0,20/08/2017,1503180000
36315,2017-18,1,1,Deportivo,Real Madrid,0,3,20/08/2017,1503180000
36316,2017-18,1,2,Real Sociedad,Villarreal,3,0,25/08/2017,1503612000
36317,2017-18,1,2,Betis,Celta de Vigo,2,1,25/08/2017,1503612000
36318,2017-18,1,2,Alaves,Barcelona,0,2,26/08/2017,1503698400
36319,2017-18,1,2,Levante,Deportivo,2,2,26/08/2017,1503698400
36320,2017-18,1,2,Las Palmas,Atletico de Madrid,1,5,26/08/2017,1503698400
36321,2017-18,1,2,Girona,Malaga,1,0,26/08/2017,1503698400
36322,2017-18,1,2,Espanol,Leganes,0,1,27/08/2017,1503784800
36323,2017-18,1,2,Real Madrid,Valencia,2,2,27/08/2017,1503784800
36324,2017-18,1,2,Getafe,Sevilla,0,1,27/08/2017,1503784800
36325,2017-18,1,2,Eibar,Atletico de Bilbao,0,1,27/08/2017,1503784800
36326,2017-18,1,3,Leganes,Getafe,1,2,08/09/2017,1504821600
36327,2017-18,1,3,Valencia,Atletico de Madrid,0,0,09/09/2017,1504908000
36328,2017-18,1,3,Real Madrid,Levante,1,1,09/09/2017,1504908000
36329,2017-18,1,3,Sevilla,Eibar,3,0,09/09/2017,1504908000
36330,2017-18,1,3,Barcelona,Espanol,5,0,09/09/2017,1504908000
36331,2017-18,1,3,Villarreal,Betis,3,1,10/09/2017,1504994400
36332,2017-18,1,3,Deportivo,Real Sociedad,2,4,10/09/2017,1504994400
36333,2017-18,1,3,Celta de Vigo,Alaves,1,0,10/09/2017,1504994400
36334,2017-18,1,3,Atletico de Bilbao,Girona,2,0,10/09/2017,1504994400
36335,2017-18,1,3,Malaga,Las Palmas,1,3,11/09/2017,1505080800
36336,2017-18,1,4,Eibar,Leganes,1,0,15/09/2017,1505426400
36337,2017-18,1,4,Getafe,Barcelona,1,2,16/09/2017,1505512800
36338,2017-18,1,4,Betis,Deportivo,2,1,16/09/2017,1505512800
36339,2017-18,1,4,Atletico de Madrid,Malaga,1,0,16/09/2017,1505512800
36340,2017-18,1,4,Levante,Valencia,1,1,16/09/2017,1505512800
36341,2017-18,1,4,Las Palmas,Atletico de Bilbao,1,0,17/09/2017,1505599200
36342,2017-18,1,4,Girona,Sevilla,0,1,17/09/2017,1505599200
36343,2017-18,1,4,Real Sociedad,Real Madrid,1,3,17/09/2017,1505599200
36344,2017-18,1,4,Alaves,Villarreal,0,3,17/09/2017,1505599200
36345,2017-18,1,4,Espanol,Celta de Vigo,2,1,18/09/2017,1505685600
36346,2017-18,1,5,Barcelona,Eibar,6,1,19/09/2017,1505772000
36347,2017-18,1,5,Valencia,Malaga,5,0,19/09/2017,1505772000
36348,2017-18,1,5,Atletico de Bilbao,Atletico de Madrid,1,2,20/09/2017,1505858400
36349,2017-18,1,5,Sevilla,Las Palmas,1,0,20/09/2017,1505858400
36350,2017-18,1,5,Deportivo,Alaves,1,0,20/09/2017,1505858400
36351,2017-18,1,5,Real Madrid,Betis,0,1,20/09/2017,1505858400
36352,2017-18,1,5,Leganes,Girona,0,0,20/09/2017,1505858400
36353,2017-18,1,5,Celta de Vigo,Getafe,1,1,21/09/2017,1505944800
36354,2017-18,1,5,Levante,Real Sociedad,3,0,21/09/2017,1505944800
36355,2017-18,1,5,Villarreal,Espanol,0,0,21/09/2017,1505944800
36356,2017-18,1,6,Alaves,Real Madrid,1,2,23/09/2017,1506117600
36357,2017-18,1,6,Malaga,Atletico de Bilbao,3,3,23/09/2017,1506117600
36358,2017-18,1,6,Atletico de Madrid,Sevilla,2,0,23/09/2017,1506117600
36359,2017-18,1,6,Girona,Barcelona,0,3,23/09/2017,1506117600
36360,2017-18,1,6,Espanol,Deportivo,4,1,24/09/2017,1506204000
36361,2017-18,1,6,Las Palmas,Leganes,0,2,24/09/2017,1506204000
36362,2017-18,1,6,Getafe,Villarreal,4,0,24/09/2017,1506204000
36363,2017-18,1,6,Eibar,Celta de Vigo,0,4,24/09/2017,1506204000
36364,2017-18,1,6,Real Sociedad,Valencia,2,3,24/09/2017,1506204000
36365,2017-18,1,6,Betis,Levante,4,0,25/09/2017,1506290400
36366,2017-18,1,7,Celta de Vigo,Girona,3,3,29/09/2017,1506636000
36367,2017-18,1,7,Leganes,Atletico de Madrid,0,0,30/09/2017,1506722400
36368,2017-18,1,7,Sevilla,Malaga,2,0,30/09/2017,1506722400
36369,2017-18,1,7,Levante,Alaves,0,2,30/09/2017,1506722400
36370,2017-18,1,7,Deportivo,Getafe,2,1,30/09/2017,1506722400
36371,2017-18,1,7,Valencia,Atletico de Bilbao,3,2,01/10/2017,1506808800
36372,2017-18,1,7,Real Madrid,Espanol,2,0,01/10/2017,1506808800
36373,2017-18,1,7,Real Sociedad,Betis,4,4,01/10/2017,1506808800
36374,2017-18,1,7,Barcelona,Las Palmas,3,0,01/10/2017,1506808800
36375,2017-18,1,7,Villarreal,Eibar,3,0,01/10/2017,1506808800
36376,2017-18,1,8,Espanol,Levante,0,0,13/10/2017,1507845600
36377,2017-18,1,8,Getafe,Real Madrid,1,2,14/10/2017,1507932000
36378,2017-18,1,8,Atletico de Bilbao,Sevilla,1,0,14/10/2017,1507932000
36379,2017-18,1,8,Alaves,Real Sociedad,0,2,14/10/2017,1507932000
36380,2017-18,1,8,Atletico de Madrid,Barcelona,1,1,14/10/2017,1507932000
36381,2017-18,1,8,Girona,Villarreal,1,2,15/10/2017,1508018400
36382,2017-18,1,8,Betis,Valencia,3,6,15/10/2017,1508018400
36383,2017-18,1,8,Eibar,Deportivo,0,0,15/10/2017,1508018400
36384,2017-18,1,8,Malaga,Leganes,0,2,15/10/2017,1508018400
36385,2017-18,1,8,Las Palmas,Celta de Vigo,2,5,16/10/2017,1508104800
36386,2017-18,1,9,Levante,Getafe,1,1,21/10/2017,1508536800
36387,2017-18,1,9,Barcelona,Malaga,2,0,21/10/2017,1508536800
36388,2017-18,1,9,Valencia,Sevilla,4,0,21/10/2017,1508536800
36389,2017-18,1,9,Betis,Alaves,2,0,21/10/2017,1508536800
36390,2017-18,1,9,Villarreal,Las Palmas,4,0,22/10/2017,1508623200
36391,2017-18,1,9,Real Madrid,Eibar,3,0,22/10/2017,1508623200
36392,2017-18,1,9,Leganes,Atletico de Bilbao,1,0,22/10/2017,1508623200
36393,2017-18,1,9,Celta de Vigo,Atletico de Madrid,0,1,22/10/2017,1508623200
36394,2017-18,1,9,Deportivo,Girona,1,2,23/10/2017,1508709600
36395,2017-18,1,9,Real Sociedad,Espanol,1,1,23/10/2017,1508709600
36396,2017-18,1,10,Alaves,Valencia,1,2,28/10/2017,1509141600
36397,2017-18,1,10,Sevilla,Leganes,2,1,28/10/2017,1509141600
36398,2017-18,1,10,Atletico de Madrid,Villarreal,1,1,28/10/2017,1509141600
36399,2017-18,1,10,Atletico de Bilbao,Barcelona,0,2,28/10/2017,1509141600
36400,2017-18,1,10,Malaga,Celta de Vigo,2,1,29/10/2017,1509228000
36401,2017-18,1,10,Girona,Real Madrid,2,1,29/10/2017,1509228000
36402,2017-18,1,10,Getafe,Real Sociedad,2,1,29/10/2017,1509228000
36403,2017-18,1,10,Eibar,Levante,2,2,29/10/2017,1509228000
36404,2017-18,1,10,Espanol,Betis,1,0,30/10/2017,1509318000
36405,2017-18,1,10,Las Palmas,Deportivo,1,3,30/10/2017,1509318000
36406,2017-18,1,11,Betis,Getafe,2,2,03/11/2017,1509663600
36407,2017-18,1,11,Alaves,Espanol,1,0,04/11/2017,1509750000
36408,2017-18,1,11,Barcelona,Sevilla,2,1,04/11/2017,1509750000
36409,2017-18,1,11,Deportivo,Atletico de Madrid,0,1,04/11/2017,1509750000
36410,2017-18,1,11,Valencia,Leganes,3,0,04/11/2017,1509750000
36411,2017-18,1,11,Real Sociedad,Eibar,3,1,05/11/2017,1509836400
36412,2017-18,1,11,Celta de Vigo,Atletico de Bilbao,3,1,05/11/2017,1509836400
36413,2017-18,1,11,Levante,Girona,1,2,05/11/2017,1509836400
36414,2017-18,1,11,Villarreal,Malaga,2,0,05/11/2017,1509836400
36415,2017-18,1,11,Real Madrid,Las Palmas,3,0,05/11/2017,1509836400
36416,2017-18,1,12,Girona,Real Sociedad,1,1,17/11/2017,1510873200
36417,2017-18,1,12,Leganes,Barcelona,0,3,18/11/2017,1510959600
36418,2017-18,1,12,Sevilla,Celta de Vigo,2,1,18/11/2017,1510959600
36419,2017-18,1,12,Atletico de Madrid,Real Madrid,0,0,18/11/2017,1510959600
36420,2017-18,1,12,Getafe,Alaves,4,1,18/11/2017,1510959600
36421,2017-18,1,12,Atletico de Bilbao,Villarreal,1,1,19/11/2017,1511046000
36422,2017-18,1,12,Malaga,Deportivo,3,2,19/11/2017,1511046000
36423,2017-18,1,12,Espanol,Valencia,0,2,19/11/2017,1511046000
36424,2017-18,1,12,Las Palmas,Levante,0,2,19/11/2017,1511046000
36425,2017-18,1,12,Eibar,Betis,5,0,20/11/2017,1511132400
36426,2017-18,1,13,Celta de Vigo,Leganes,1,0,24/11/2017,1511478000
36427,2017-18,1,13,Levante,Atletico de Madrid,0,5,25/11/2017,1511564400
36428,2017-18,1,13,Real Madrid,Malaga,3,2,25/11/2017,1511564400
36429,2017-18,1,13,Betis,Girona,2,2,25/11/2017,1511564400
36430,2017-18,1,13,Alaves,Eibar,1,2,25/11/2017,1511564400
36431,2017-18,1,13,Villarreal,Sevilla,2,3,26/11/2017,1511650800
36432,2017-18,1,13,Deportivo,Atletico de Bilbao,2,2,26/11/2017,1511650800
36433,2017-18,1,13,Valencia,Barcelona,1,1,26/11/2017,1511650800
36434,2017-18,1,13,Real Sociedad,Las Palmas,2,2,26/11/2017,1511650800
36435,2017-18,1,13,Espanol,Getafe,1,0,27/11/2017,1511737200
36436,2017-18,1,14,Malaga,Levante,0,0,01/12/2017,1512082800
36437,2017-18,1,14,Sevilla,Deportivo,2,0,02/12/2017,1512169200
36438,2017-18,1,14,Atletico de Madrid,Real Sociedad,2,1,02/12/2017,1512169200
36439,2017-18,1,14,Barcelona,Celta de Vigo,2,2,02/12/2017,1512169200
36440,2017-18,1,14,Atletico de Bilbao,Real Madrid,0,0,02/12/2017,1512169200
36441,2017-18,1,14,Las Palmas,Betis,1,0,03/12/2017,1512255600
36442,2017-18,1,14,Getafe,Valencia,1,0,03/12/2017,1512255600
36443,2017-18,1,14,Leganes,Villarreal,3,1,03/12/2017,1512255600
36444,2017-18,1,14,Eibar,Espanol,3,1,03/12/2017,1512255600
36445,2017-18,1,14,Girona,Alaves,2,3,04/12/2017,1512342000
36446,2017-18,1,15,Alaves,Las Palmas,2,0,08/12/2017,1512687600
36447,2017-18,1,15,Deportivo,Leganes,1,0,09/12/2017,1512774000
36448,2017-18,1,15,Valencia,Celta de Vigo,2,1,09/12/2017,1512774000
36449,2017-18,1,15,Real Madrid,Sevilla,5,0,09/12/2017,1512774000
36450,2017-18,1,15,Getafe,Eibar,0,0,09/12/2017,1512774000
36451,2017-18,1,15,Real Sociedad,Malaga,0,2,10/12/2017,1512860400
36452,2017-18,1,15,Levante,Atletico de Bilbao,1,2,10/12/2017,1512860400
36453,2017-18,1,15,Villarreal,Barcelona,0,2,10/12/2017,1512860400
36454,2017-18,1,15,Betis,Atletico de Madrid,0,1,10/12/2017,1512860400
36455,2017-18,1,15,Espanol,Girona,0,1,11/12/2017,1512946800
36456,2017-18,1,16,Sevilla,Levante,0,0,15/12/2017,1513292400
36457,2017-18,1,16,Eibar,Valencia,2,1,16/12/2017,1513378800
36458,2017-18,1,16,Atletico de Bilbao,Real Sociedad,0,0,16/12/2017,1513378800
36459,2017-18,1,16,Atletico de Madrid,Alaves,1,0,16/12/2017,1513378800
36460,2017-18,1,16,Celta de Vigo,Villarreal,0,1,17/12/2017,1513465200
36461,2017-18,1,16,Barcelona,Deportivo,4,0,17/12/2017,1513465200
36462,2017-18,1,16,Las Palmas,Espanol,2,2,17/12/2017,1513465200
36463,2017-18,1,16,Girona,Getafe,1,0,17/12/2017,1513465200
36464,2017-18,1,16,Malaga,Betis,0,2,18/12/2017,1513551600
36465,2017-18,1,16,Leganes,Real Madrid,1,3,21/02/2018,1519167600
36466,2017-18,1,17,Levante,Leganes,0,0,19/12/2017,1513638000
36467,2017-18,1,17,Getafe,Las Palmas,2,0,20/12/2017,1513724400
36468,2017-18,1,17,Real Sociedad,Sevilla,3,1,20/12/2017,1513724400
36469,2017-18,1,17,Eibar,Girona,4,1,21/12/2017,1513810800
36470,2017-18,1,17,Alaves,Malaga,1,0,21/12/2017,1513810800
36471,2017-18,1,17,Betis,Atletico de Bilbao,0,2,22/12/2017,1513897200
36472,2017-18,1,17,Espanol,Atletico de Madrid,1,0,22/12/2017,1513897200
36473,2017-18,1,17,Deportivo,Celta de Vigo,1,3,23/12/2017,1513983600
36474,2017-18,1,17,Valencia,Villarreal,0,1,23/12/2017,1513983600
36475,2017-18,1,17,Real Madrid,Barcelona,0,3,23/12/2017,1513983600
36476,2017-18,1,18,Las Palmas,Eibar,1,2,06/01/2018,1515193200
36477,2017-18,1,18,Valencia,Girona,2,1,06/01/2018,1515193200
36478,2017-18,1,18,Sevilla,Betis,3,5,06/01/2018,1515193200
36479,2017-18,1,18,Atletico de Madrid,Getafe,2,0,06/01/2018,1515193200
36480,2017-18,1,18,Barcelona,Levante,3,0,07/01/2018,1515279600
36481,2017-18,1,18,Villarreal,Deportivo,1,1,07/01/2018,1515279600
36482,2017-18,1,18,Leganes,Real Sociedad,1,0,07/01/2018,1515279600
36483,2017-18,1,18,Celta de Vigo,Real Madrid,2,2,07/01/2018,1515279600
36484,2017-18,1,18,Atletico de Bilbao,Alaves,2,0,07/01/2018,1515279600
36485,2017-18,1,18,Malaga,Espanol,0,1,08/01/2018,1515366000
36486,2017-18,1,19,Getafe,Malaga,1,0,12/01/2018,1515711600
36487,2017-18,1,19,Girona,Las Palmas,6,0,13/01/2018,1515798000
36488,2017-18,1,19,Deportivo,Valencia,1,2,13/01/2018,1515798000
36489,2017-18,1,19,Real Madrid,Villarreal,0,1,13/01/2018,1515798000
36490,2017-18,1,19,Eibar,Atletico de Madrid,0,1,13/01/2018,1515798000
36491,2017-18,1,19,Alaves,Sevilla,1,0,14/01/2018,1515884400
36492,2017-18,1,19,Espanol,Atletico de Bilbao,1,1,14/01/2018,1515884400
36493,2017-18,1,19,Levante,Celta de Vigo,0,1,14/01/2018,1515884400
36494,2017-18,1,19,Real Sociedad,Barcelona,2,4,14/01/2018,1515884400
36495,2017-18,1,19,Betis,Leganes,3,2,15/01/2018,1515970800
36496,2017-18,1,20,Getafe,Atletico de Bilbao,2,2,19/01/2018,1516316400
36497,2017-18,1,20,Atletico de Madrid,Girona,1,1,20/01/2018,1516402800
36498,2017-18,1,20,Las Palmas,Valencia,2,1,20/01/2018,1516402800
36499,2017-18,1,20,Villarreal,Levante,2,1,20/01/2018,1516402800
36500,2017-18,1,20,Espanol,Sevilla,0,3,20/01/2018,1516402800
36501,2017-18,1,20,Real Madrid,Deportivo,7,1,21/01/2018,1516489200
36502,2017-18,1,20,Betis,Barcelona,0,5,21/01/2018,1516489200
36503,2017-18,1,20,Real Sociedad,Celta de Vigo,1,2,21/01/2018,1516489200
36504,2017-18,1,20,Alaves,Leganes,2,2,21/01/2018,1516489200
36505,2017-18,1,20,Eibar,Malaga,1,1,22/01/2018,1516575600
36506,2017-18,1,21,Atletico de Bilbao,Eibar,1,1,26/01/2018,1516921200
36507,2017-18,1,21,Deportivo,Levante,2,2,27/01/2018,1517007600
36508,2017-18,1,21,Valencia,Real Madrid,1,4,27/01/2018,1517007600
36509,2017-18,1,21,Malaga,Girona,0,0,27/01/2018,1517007600
36510,2017-18,1,21,Villarreal,Real Sociedad,4,2,27/01/2018,1517007600
36511,2017-18,1,21,Sevilla,Getafe,1,1,28/01/2018,1517094000
36512,2017-18,1,21,Barcelona,Alaves,2,1,28/01/2018,1517094000
36513,2017-18,1,21,Atletico de Madrid,Las Palmas,3,0,28/01/2018,1517094000
36514,2017-18,1,21,Leganes,Espanol,3,2,28/01/2018,1517094000
36515,2017-18,1,21,Celta de Vigo,Betis,3,2,29/01/2018,1517180400
36516,2017-18,1,22,Real Sociedad,Deportivo,5,0,02/02/2018,1517526000
36517,2017-18,1,22,Alaves,Celta de Vigo,2,1,03/02/2018,1517612400
36518,2017-18,1,22,Betis,Villarreal,2,1,03/02/2018,1517612400
36519,2017-18,1,22,Eibar,Sevilla,5,1,03/02/2018,1517612400
36520,2017-18,1,22,Levante,Real Madrid,2,2,03/02/2018,1517612400
36521,2017-18,1,22,Espanol,Barcelona,1,1,04/02/2018,1517698800
36522,2017-18,1,22,Atletico de Madrid,Valencia,1,0,04/02/2018,1517698800
36523,2017-18,1,22,Getafe,Leganes,0,0,04/02/2018,1517698800
36524,2017-18,1,22,Girona,Atletico de Bilbao,2,0,04/02/2018,1517698800
36525,2017-18,1,22,Las Palmas,Malaga,1,0,05/02/2018,1517785200
36526,2017-18,1,23,Atletico de Bilbao,Las Palmas,0,0,09/02/2018,1518130800
36527,2017-18,1,23,Leganes,Eibar,0,1,10/02/2018,1518217200
36528,2017-18,1,23,Villarreal,Alaves,1,2,10/02/2018,1518217200
36529,2017-18,1,23,Real Madrid,Real Sociedad,5,2,10/02/2018,1518217200
36530,2017-18,1,23,Malaga,Atletico de Madrid,0,1,10/02/2018,1518217200
36531,2017-18,1,23,Valencia,Levante,3,1,11/02/2018,1518303600
36532,2017-18,1,23,Celta de Vigo,Espanol,2,2,11/02/2018,1518303600
36533,2017-18,1,23,Sevilla,Girona,1,0,11/02/2018,1518303600
36534,2017-18,1,23,Barcelona,Getafe,0,0,11/02/2018,1518303600
36535,2017-18,1,23,Deportivo,Betis,0,1,12/02/2018,1518390000
36536,2017-18,1,24,Girona,Leganes,3,0,16/02/2018,1518735600
36537,2017-18,1,24,Eibar,Barcelona,0,2,17/02/2018,1518822000
36538,2017-18,1,24,Malaga,Valencia,1,2,17/02/2018,1518822000
36539,2017-18,1,24,Las Palmas,Sevilla,1,2,17/02/2018,1518822000
36540,2017-18,1,24,Alaves,Deportivo,1,0,17/02/2018,1518822000
36541,2017-18,1,24,Betis,Real Madrid,3,5,18/02/2018,1518908400
36542,2017-18,1,24,Real Sociedad,Levante,3,0,18/02/2018,1518908400
36543,2017-18,1,24,Espanol,Villarreal,1,1,18/02/2018,1518908400
36544,2017-18,1,24,Atletico de Madrid,Atletico de Bilbao,2,0,18/02/2018,1518908400
36545,2017-18,1,24,Getafe,Celta de Vigo,3,0,19/02/2018,1518994800
36546,2017-18,1,25,Deportivo,Espanol,0,0,23/02/2018,1519340400
36547,2017-18,1,25,Barcelona,Girona,6,1,24/02/2018,1519426800
36548,2017-18,1,25,Leganes,Las Palmas,0,0,24/02/2018,1519426800
36549,2017-18,1,25,Real Madrid,Alaves,4,0,24/02/2018,1519426800
36550,2017-18,1,25,Celta de Vigo,Eibar,2,0,24/02/2018,1519426800
36551,2017-18,1,25,Atletico de Bilbao,Malaga,2,1,25/02/2018,1519513200
36552,2017-18,1,25,Sevilla,Atletico de Madrid,2,5,25/02/2018,1519513200
36553,2017-18,1,25,Villarreal,Getafe,1,0,25/02/2018,1519513200
36554,2017-18,1,25,Valencia,Real Sociedad,2,1,25/02/2018,1519513200
36555,2017-18,1,25,Levante,Betis,0,2,26/02/2018,1519599600
36556,2017-18,1,26,Espanol,Real Madrid,1,0,27/02/2018,1519686000
36557,2017-18,1,26,Girona,Celta de Vigo,1,0,27/02/2018,1519686000
36558,2017-18,1,26,Atletico de Madrid,Leganes,4,0,28/02/2018,1519772400
36559,2017-18,1,26,Getafe,Deportivo,3,0,28/02/2018,1519772400
36560,2017-18,1,26,Atletico de Bilbao,Valencia,1,1,28/02/2018,1519772400
36561,2017-18,1,26,Eibar,Villarreal,1,0,28/02/2018,1519772400
36562,2017-18,1,26,Malaga,Sevilla,0,1,28/02/2018,1519772400
36563,2017-18,1,26,Alaves,Levante,1,0,01/03/2018,1519858800
36564,2017-18,1,26,Betis,Real Sociedad,0,0,01/03/2018,1519858800
36565,2017-18,1,26,Las Palmas,Barcelona,1,1,01/03/2018,1519858800
36566,2017-18,1,27,Leganes,Malaga,2,0,03/03/2018,1520031600
36567,2017-18,1,27,Villarreal,Girona,0,2,03/03/2018,1520031600
36568,2017-18,1,27,Deportivo,Eibar,1,1,03/03/2018,1520031600
36569,2017-18,1,27,Real Madrid,Getafe,3,1,03/03/2018,1520031600
36570,2017-18,1,27,Sevilla,Atletico de Bilbao,2,0,03/03/2018,1520031600
36571,2017-18,1,27,Valencia,Betis,2,0,04/03/2018,1520118000
36572,2017-18,1,27,Real Sociedad,Alaves,2,1,04/03/2018,1520118000
36573,2017-18,1,27,Levante,Espanol,1,1,04/03/2018,1520118000
36574,2017-18,1,27,Barcelona,Atletico de Madrid,1,0,04/03/2018,1520118000
36575,2017-18,1,27,Celta de Vigo,Las Palmas,2,1,05/03/2018,1520204400
36576,2017-18,1,28,Girona,Deportivo,2,0,09/03/2018,1520550000
36577,2017-18,1,28,Eibar,Real Madrid,1,2,10/03/2018,1520636400
36578,2017-18,1,28,Sevilla,Valencia,0,2,10/03/2018,1520636400
36579,2017-18,1,28,Malaga,Barcelona,0,2,10/03/2018,1520636400
36580,2017-18,1,28,Getafe,Levante,0,1,10/03/2018,1520636400
36581,2017-18,1,28,Las Palmas,Villarreal,0,2,11/03/2018,1520722800
36582,2017-18,1,28,Espanol,Real Sociedad,2,1,11/03/2018,1520722800
36583,2017-18,1,28,Atletico de Madrid,Celta de Vigo,3,0,11/03/2018,1520722800
36584,2017-18,1,28,Atletico de Bilbao,Leganes,2,0,11/03/2018,1520722800
36585,2017-18,1,28,Alaves,Betis,1,3,12/03/2018,1520809200
36586,2017-18,1,29,Levante,Eibar,2,1,16/03/2018,1521154800
36587,2017-18,1,29,Real Sociedad,Getafe,1,2,17/03/2018,1521241200
36588,2017-18,1,29,Deportivo,Las Palmas,1,1,17/03/2018,1521241200
