idPartido,temporada,division,jornada,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,fecha,timestamp
36870,2017-18,2,17,Cadiz,Albacete,2,0,03/12/2017,1512255600
36871,2017-18,2,17,Sporting de Gijon,Zaragoza,0,1,03/12/2017,1512255600
36872,2017-18,2,17,Osasuna,Gimnastic de Tarragona,0,2,18/01/2018,1516230000
36873,2017-18,2,18,Barcelona Atletic,Sporting de Gijon,2,1,08/12/2017,1512687600
36874,2017-18,2,18,Granada,Almeria,3,2,08/12/2017,1512687600
36875,2017-18,2,18,Zaragoza,Cadiz,0,2,09/12/2017,1512774000
36876,2017-18,2,18,Numancia,Lorca FC,1,0,09/12/2017,1512774000
36877,2017-18,2,18,Albacete,Valladolid,2,1,09/12/2017,1512774000
36878,2017-18,2,18,Alcorcon,Huesca,1,1,09/12/2017,1512774000
36879,2017-18,2,18,Lugo,Cultural Leonesa,3,1,10/12/2017,1512860400
36880,2017-18,2,18,Gimnastic de Tarragona,Sevilla Atletico,2,1,10/12/2017,1512860400
36881,2017-18,2,18,Oviedo,Osasuna,1,0,10/12/2017,1512860400
36882,2017-18,2,18,Cordoba,Rayo Vallecano,2,2,10/12/2017,1512860400
36883,2017-18,2,18,Tenerife,Reus,3,0,10/12/2017,1512860400
36884,2017-18,2,19,Cadiz,Barcelona Atletic,3,1,15/12/2017,1513292400
36885,2017-18,2,19,Almeria,Cordoba,1,0,16/12/2017,1513378800
36886,2017-18,2,19,Reus,Granada,0,0,16/12/2017,1513378800
36887,2017-18,2,19,Osasuna,Numancia,2,2,16/12/2017,1513378800
36888,2017-18,2,19,Valladolid,Lorca FC,3,0,16/12/2017,1513378800
36889,2017-18,2,19,Albacete,Zaragoza,0,0,16/12/2017,1513378800
36890,2017-18,2,19,Huesca,Lugo,3,0,17/12/2017,1513465200
36891,2017-18,2,19,Sporting de Gijon,Tenerife,3,0,17/12/2017,1513465200
36892,2017-18,2,19,Cultural Leonesa,Gimnastic de Tarragona,2,0,17/12/2017,1513465200
36893,2017-18,2,19,Rayo Vallecano,Alcorcon,2,1,17/12/2017,1513465200
36894,2017-18,2,19,Sevilla Atletico,Oviedo,0,1,17/12/2017,1513465200
36895,2017-18,2,20,Barcelona Atletic,Albacete,0,1,19/12/2017,1513638000
36896,2017-18,2,20,Valladolid,Zaragoza,3,2,19/12/2017,1513638000
36897,2017-18,2,20,Granada,Sporting de Gijon,2,1,20/12/2017,1513724400
36898,2017-18,2,20,Cordoba,Reus,5,0,20/12/2017,1513724400
36899,2017-18,2,20,Lorca FC,Osasuna,0,1,20/12/2017,1513724400
36900,2017-18,2,20,Tenerife,Cadiz,1,1,21/12/2017,1513810800
36901,2017-18,2,20,Numancia,Sevilla Atletico,3,0,21/12/2017,1513810800
36902,2017-18,2,20,Lugo,Rayo Vallecano,1,2,22/12/2017,1513897200
36903,2017-18,2,20,Alcorcon,Almeria,2,0,22/12/2017,1513897200
36904,2017-18,2,20,Gimnastic de Tarragona,Huesca,1,2,23/12/2017,1513983600
36905,2017-18,2,20,Oviedo,Cultural Leonesa,3,0,23/12/2017,1513983600
36906,2017-18,2,21,Rayo Vallecano,Gimnastic de Tarragona,2,3,06/01/2018,1515193200
36907,2017-18,2,21,Zaragoza,Barcelona Atletic,1,1,06/01/2018,1515193200
36908,2017-18,2,21,Cadiz,Granada,1,0,06/01/2018,1515193200
36909,2017-18,2,21,Sporting de Gijon,Cordoba,3,2,06/01/2018,1515193200
36910,2017-18,2,21,Reus,Alcorcon,1,1,06/01/2018,1515193200
36911,2017-18,2,21,Albacete,Tenerife,1,2,07/01/2018,1515279600
36912,2017-18,2,21,Sevilla Atletico,Lorca FC,3,2,07/01/2018,1515279600
36913,2017-18,2,21,Almeria,Lugo,1,0,07/01/2018,1515279600
36914,2017-18,2,21,Huesca,Oviedo,1,1,07/01/2018,1515279600
36915,2017-18,2,21,Osasuna,Valladolid,4,2,07/01/2018,1515279600
36916,2017-18,2,21,Cultural Leonesa,Numancia,2,2,07/01/2018,1515279600
36917,2017-18,2,22,Rayo Vallecano,Oviedo,2,2,12/01/2018,1515711600
36918,2017-18,2,22,Sporting de Gijon,Alcorcon,3,0,13/01/2018,1515798000
36919,2017-18,2,22,Reus,Lugo,0,1,13/01/2018,1515798000
36920,2017-18,2,22,Barcelona Atletic,Valladolid,0,1,13/01/2018,1515798000
36921,2017-18,2,22,Almeria,Gimnastic de Tarragona,1,1,13/01/2018,1515798000
36922,2017-18,2,22,Zaragoza,Tenerife,1,0,13/01/2018,1515798000
36923,2017-18,2,22,Cultural Leonesa,Lorca FC,2,1,14/01/2018,1515884400
36924,2017-18,2,22,Albacete,Granada,2,1,14/01/2018,1515884400
36925,2017-18,2,22,Sevilla Atletico,Osasuna,0,1,14/01/2018,1515884400
36926,2017-18,2,22,Cadiz,Cordoba,2,0,14/01/2018,1515884400
36927,2017-18,2,22,Huesca,Numancia,2,1,14/01/2018,1515884400
36928,2017-18,2,23,Granada,Zaragoza,2,1,19/01/2018,1516316400
36929,2017-18,2,23,Lorca FC,Huesca,2,3,20/01/2018,1516402800
36930,2017-18,2,23,Oviedo,Almeria,2,1,20/01/2018,1516402800
36931,2017-18,2,23,Valladolid,Sevilla Atletico,1,0,20/01/2018,1516402800
36932,2017-18,2,23,Cordoba,Albacete,1,0,20/01/2018,1516402800
36933,2017-18,2,23,Lugo,Sporting de Gijon,3,1,20/01/2018,1516402800
36934,2017-18,2,23,Gimnastic de Tarragona,Reus,1,2,21/01/2018,1516489200
36935,2017-18,2,23,Numancia,Rayo Vallecano,0,0,21/01/2018,1516489200
36936,2017-18,2,23,Osasuna,Cultural Leonesa,2,1,21/01/2018,1516489200
36937,2017-18,2,23,Alcorcon,Cadiz,1,0,21/01/2018,1516489200
36938,2017-18,2,23,Tenerife,Barcelona Atletic,1,3,21/01/2018,1516489200
36939,2017-18,2,24,Zaragoza,Cordoba,1,0,26/01/2018,1516921200
36940,2017-18,2,24,Barcelona Atletic,Granada,3,0,27/01/2018,1517007600
36941,2017-18,2,24,Albacete,Alcorcon,2,0,27/01/2018,1517007600
36942,2017-18,2,24,Cadiz,Lugo,1,1,27/01/2018,1517007600
36943,2017-18,2,24,Reus,Oviedo,0,0,27/01/2018,1517007600
36944,2017-18,2,24,Rayo Vallecano,Lorca FC,5,1,27/01/2018,1517007600
36945,2017-18,2,24,Tenerife,Valladolid,0,0,28/01/2018,1517094000
36946,2017-18,2,24,Almeria,Numancia,0,0,28/01/2018,1517094000
36947,2017-18,2,24,Huesca,Osasuna,1,0,28/01/2018,1517094000
36948,2017-18,2,24,Sporting de Gijon,Gimnastic de Tarragona,2,0,28/01/2018,1517094000
36949,2017-18,2,24,Cultural Leonesa,Sevilla Atletico,2,1,28/01/2018,1517094000
36950,2017-18,2,25,Osasuna,Rayo Vallecano,1,1,02/02/2018,1517526000
36951,2017-18,2,25,Granada,Tenerife,2,1,03/02/2018,1517612400
36952,2017-18,2,25,Valladolid,Cultural Leonesa,3,2,03/02/2018,1517612400
36953,2017-18,2,25,Gimnastic de Tarragona,Cadiz,0,0,03/02/2018,1517612400
36954,2017-18,2,25,Lorca FC,Almeria,1,2,03/02/2018,1517612400
36955,2017-18,2,25,Alcorcon,Zaragoza,1,1,03/02/2018,1517612400
36956,2017-18,2,25,Cordoba,Barcelona Atletic,1,2,04/02/2018,1517698800
36957,2017-18,2,25,Sevilla Atletico,Huesca,0,1,04/02/2018,1517698800
36958,2017-18,2,25,Lugo,Albacete,1,1,04/02/2018,1517698800
36959,2017-18,2,25,Numancia,Reus,1,0,04/02/2018,1517698800
36960,2017-18,2,25,Oviedo,Sporting de Gijon,2,1,04/02/2018,1517698800
36961,2017-18,2,26,Granada,Valladolid,1,0,09/02/2018,1518130800
36962,2017-18,2,26,Barcelona Atletic,Alcorcon,0,1,10/02/2018,1518217200
36963,2017-18,2,26,Almeria,Osasuna,0,1,10/02/2018,1518217200
36964,2017-18,2,26,Cadiz,Oviedo,2,1,10/02/2018,1518217200
36965,2017-18,2,26,Sporting de Gijon,Numancia,2,0,10/02/2018,1518217200
36966,2017-18,2,26,Reus,Lorca FC,3,0,11/02/2018,1518303600
36967,2017-18,2,26,Rayo Vallecano,Sevilla Atletico,2,0,11/02/2018,1518303600
36968,2017-18,2,26,Albacete,Gimnastic de Tarragona,0,1,11/02/2018,1518303600
36969,2017-18,2,26,Tenerife,Cordoba,5,1,11/02/2018,1518303600
36970,2017-18,2,26,Zaragoza,Lugo,2,0,11/02/2018,1518303600
36971,2017-18,2,26,Huesca,Cultural Leonesa,1,0,11/02/2018,1518303600
36972,2017-18,2,27,Valladolid,Huesca,3,2,16/02/2018,1518735600
36973,2017-18,2,27,Gimnastic de Tarragona,Zaragoza,0,2,17/02/2018,1518822000
36974,2017-18,2,27,Lorca FC,Sporting de Gijon,0,0,17/02/2018,1518822000
36975,2017-18,2,27,Osasuna,Reus,0,0,17/02/2018,1518822000
36976,2017-18,2,27,Oviedo,Albacete,0,0,17/02/2018,1518822000
36977,2017-18,2,27,Alcorcon,Tenerife,1,1,17/02/2018,1518822000
36978,2017-18,2,27,Numancia,Cadiz,1,0,18/02/2018,1518908400
36979,2017-18,2,27,Cultural Leonesa,Rayo Vallecano,2,3,18/02/2018,1518908400
36980,2017-18,2,27,Cordoba,Granada,1,2,18/02/2018,1518908400
36981,2017-18,2,27,Sevilla Atletico,Almeria,0,3,18/02/2018,1518908400
36982,2017-18,2,27,Lugo,Barcelona Atletic,1,2,18/02/2018,1518908400
36983,2017-18,2,28,Sporting de Gijon,Osasuna,2,0,23/02/2018,1519340400
36984,2017-18,2,28,Almeria,Cultural Leonesa,2,1,24/02/2018,1519426800
36985,2017-18,2,28,Cadiz,Lorca FC,0,0,24/02/2018,1519426800
36986,2017-18,2,28,Rayo Vallecano,Huesca,3,0,24/02/2018,1519426800
36987,2017-18,2,28,Barcelona Atletic,Gimnastic de Tarragona,1,1,24/02/2018,1519426800
36988,2017-18,2,28,Albacete,Numancia,1,0,25/02/2018,1519513200
36989,2017-18,2,28,Cordoba,Valladolid,2,1,25/02/2018,1519513200
36990,2017-18,2,28,Zaragoza,Oviedo,2,1,25/02/2018,1519513200
36991,2017-18,2,28,Reus,Sevilla Atletico,2,0,25/02/2018,1519513200
36992,2017-18,2,28,Granada,Alcorcon,2,0,25/02/2018,1519513200
36993,2017-18,2,28,Tenerife,Lugo,3,1,26/02/2018,1519599600
36994,2017-18,2,29,Oviedo,Barcelona Atletic,0,0,02/03/2018,1519945200
36995,2017-18,2,29,Lugo,Granada,2,1,03/03/2018,1520031600
36996,2017-18,2,29,Numancia,Zaragoza,1,2,03/03/2018,1520031600
36997,2017-18,2,29,Osasuna,Cadiz,1,0,03/03/2018,1520031600
36998,2017-18,2,29,Cultural Leonesa,Reus,2,0,03/03/2018,1520031600
36999,2017-18,2,29,Sevilla Atletico,Sporting de Gijon,0,1,04/03/2018,1520118000
37000,2017-18,2,29,Huesca,Almeria,2,2,04/03/2018,1520118000
37001,2017-18,2,29,Gimnastic de Tarragona,Tenerife,1,2,04/03/2018,1520118000
37002,2017-18,2,29,Lorca FC,Albacete,1,2,04/03/2018,1520118000
37003,2017-18,2,29,Alcorcon,Cordoba,1,2,04/03/2018,1520118000
37004,2017-18,2,29,Valladolid,Rayo Vallecano,1,1,04/03/2018,1520118000
37005,2017-18,2,30,Tenerife,Oviedo,3,1,09/03/2018,1520550000
37006,2017-18,2,30,Alcorcon,Valladolid,0,0,10/03/2018,1520636400
37007,2017-18,2,30,Granada,Gimnastic de Tarragona,0,1,10/03/2018,1520636400
37008,2017-18,2,30,Almeria,Rayo Vallecano,0,1,10/03/2018,1520636400
37009,2017-18,2,30,Cadiz,Sevilla Atletico,4,1,10/03/2018,1520636400
37010,2017-18,2,30,Barcelona Atletic,Numancia,2,2,11/03/2018,1520722800
37011,2017-18,2,30,Albacete,Osasuna,0,0,11/03/2018,1520722800
37012,2017-18,2,30,Cordoba,Lugo,1,0,11/03/2018,1520722800
37013,2017-18,2,30,Zaragoza,Lorca FC,3,1,11/03/2018,1520722800
37014,2017-18,2,30,Sporting de Gijon,Cultural Leonesa,4,0,11/03/2018,1520722800
37015,2017-18,2,30,Reus,Huesca,0,0,11/03/2018,1520722800
37016,2017-18,2,31,Sevilla Atletico,Albacete,1,2,16/03/2018,1521154800
37017,2017-18,2,31,Osasuna,Zaragoza,1,2,17/03/2018,1521241200
37018,2017-18,2,31,Cultural Leonesa,Cadiz,0,1,17/03/2018,1521241200
37019,2017-18,2,31,Lugo,Alcorcon,2,1,17/03/2018,1521241200
37020,2017-18,2,31,Lorca FC,Barcelona Atletic,1,1,17/03/2018,1521241200
37021,2017-18,2,31,Oviedo,Granada,2,1,18/03/2018,1521327600
37022,2017-18,2,31,Rayo Vallecano,Reus,3,2,18/03/2018,1521327600
37023,2017-18,2,31,Valladolid,Almeria,2,1,18/03/2018,1521327600
37024,2017-18,2,31,Gimnastic de Tarragona,Cordoba,0,2,18/03/2018,1521327600
37025,2017-18,2,31,Numancia,Tenerife,2,0,18/03/2018,1521327600
37026,2017-18,2,31,Huesca,Sporting de Gijon,0,2,19/03/2018,1521414000
37027,2017-18,2,32,Lugo,Valladolid,0,0,24/03/2018,1521846000
37028,2017-18,2,32,Sporting de Gijon,Rayo Vallecano,1,0,24/03/2018,1521846000
37029,2017-18,2,32,Reus,Almeria,1,0,24/03/2018,1521846000
37030,2017-18,2,32,Albacete,Cultural Leonesa,0,0,24/03/2018,1521846000
37031,2017-18,2,32,Cordoba,Oviedo,1,1,24/03/2018,1521846000
37032,2017-18,2,32,Zaragoza,Sevilla Atletico,0,1,25/03/2018,1521932400
37033,2017-18,2,32,Alcorcon,Gimnastic de Tarragona,1,0,25/03/2018,1521932400
37034,2017-18,2,32,Barcelona Atletic,Osasuna,0,2,25/03/2018,1521932400
37035,2017-18,2,32,Granada,Numancia,1,0,25/03/2018,1521932400
37036,2017-18,2,32,Tenerife,Lorca FC,2,0,25/03/2018,1521932400
37037,2017-18,2,32,Cadiz,Huesca,1,1,26/03/2018,1522015200
37038,2017-18,2,33,Oviedo,Alcorcon,0,1,31/03/2018,1522447200
37039,2017-18,2,33,Numancia,Cordoba,2,1,31/03/2018,1522447200
37040,2017-18,2,33,Cultural Leonesa,Zaragoza,0,1,31/03/2018,1522447200
37041,2017-18,2,33,Valladolid,Reus,1,0,31/03/2018,1522447200
37042,2017-18,2,33,Almeria,Sporting de Gijon,1,3,01/04/2018,1522533600
37043,2017-18,2,33,Gimnastic de Tarragona,Lugo,3,0,01/04/2018,1522533600
37044,2017-18,2,33,Lorca FC,Granada,3,2,01/04/2018,1522533600
37045,2017-18,2,33,Osasuna,Tenerife,0,1,01/04/2018,1522533600
37046,2017-18,2,33,Rayo Vallecano,Cadiz,1,1,01/04/2018,1522533600
37047,2017-18,2,33,Sevilla Atletico,Barcelona Atletic,3,1,01/04/2018,1522533600
37048,2017-18,2,33,Huesca,Albacete,0,0,12/04/2018,1523484000
37049,2017-18,2,34,Cadiz,Almeria,0,0,06/04/2018,1522965600
37050,2017-18,2,34,Alcorcon,Numancia,0,1,07/04/2018,1523052000
37051,2017-18,2,34,Barcelona Atletic,Cultural Leonesa,0,1,07/04/2018,1523052000
37052,2017-18,2,34,Granada,Osasuna,1,1,07/04/2018,1523052000
37053,2017-18,2,34,Albacete,Rayo Vallecano,0,1,07/04/2018,1523052000
37054,2017-18,2,34,Zaragoza,Huesca,1,0,07/04/2018,1523052000
37055,2017-18,2,34,Cordoba,Lorca FC,1,0,08/04/2018,1523138400
37056,2017-18,2,34,Tenerife,Sevilla Atletico,2,0,08/04/2018,1523138400
37057,2017-18,2,34,Lugo,Oviedo,0,1,08/04/2018,1523138400
37058,2017-18,2,34,Sporting de Gijon,Reus,2,1,08/04/2018,1523138400
37059,2017-18,2,34,Gimnastic de Tarragona,Valladolid,1,0,08/04/2018,1523138400
37060,2017-18,2,35,Numancia,Lugo,2,0,14/04/2018,1523656800
37061,2017-18,2,35,Cultural Leonesa,Tenerife,3,2,14/04/2018,1523656800
37062,2017-18,2,35,Reus,Cadiz,1,0,14/04/2018,1523656800
37063,2017-18,2,35,Lorca FC,Alcorcon,1,1,14/04/2018,1523656800
37064,2017-18,2,35,Rayo Vallecano,Zaragoza,2,1,15/04/2018,1523743200
37065,2017-18,2,35,Valladolid,Sporting de Gijon,0,1,15/04/2018,1523743200
37066,2017-18,2,35,Sevilla Atletico,Granada,0,0,15/04/2018,1523743200
37067,2017-18,2,35,Almeria,Albacete,1,1,15/04/2018,1523743200
37068,2017-18,2,35,Osasuna,Cordoba,1,1,15/04/2018,1523743200
37069,2017-18,2,35,Oviedo,Gimnastic de Tarragona,1,0,15/04/2018,1523743200
37070,2017-18,2,35,Huesca,Barcelona Atletic,2,1,16/04/2018,1523829600
37071,2017-18,2,36,Oviedo,Valladolid,1,2,20/04/2018,1524175200
37072,2017-18,2,36,Cordoba,Sevilla Atletico,3,0,20/04/2018,1524175200
37073,2017-18,2,36,Zaragoza,Almeria,2,1,21/04/2018,1524261600
37074,2017-18,2,36,Gimnastic de Tarragona,Numancia,0,0,21/04/2018,1524261600
37075,2017-18,2,36,Albacete,Reus,0,1,21/04/2018,1524261600
37076,2017-18,2,36,Tenerife,Huesca,2,4,21/04/2018,1524261600
37077,2017-18,2,36,Cadiz,Sporting de Gijon,0,0,22/04/2018,1524348000
37078,2017-18,2,36,Lugo,Lorca FC,1,1,22/04/2018,1524348000
37079,2017-18,2,36,Alcorcon,Osasuna,0,0,22/04/2018,1524348000
37080,2017-18,2,36,Barcelona Atletic,Rayo Vallecano,2,3,22/04/2018,1524348000
37081,2017-18,2,36,Granada,Cultural Leonesa,3,3,22/04/2018,1524348000
37082,2017-18,2,37,Reus,Zaragoza,1,1,27/04/2018,1524780000
37083,2017-18,2,37,Huesca,Granada,2,1,28/04/2018,1524866400
37084,2017-18,2,37,Osasuna,Lugo,1,1,28/04/2018,1524866400
37085,2017-18,2,37,Valladolid,Cadiz,1,1,28/04/2018,1524866400
37086,2017-18,2,37,Sevilla Atletico,Alcorcon,1,0,28/04/2018,1524866400
37087,2017-18,2,37,Almeria,Barcelona Atletic,1,0,28/04/2018,1524866400
37088,2017-18,2,37,Sporting de Gijon,Albacete,2,1,29/04/2018,1524952800
37089,2017-18,2,37,Lorca FC,Gimnastic de Tarragona,1,0,29/04/2018,1524952800
37090,2017-18,2,37,Numancia,Oviedo,3,0,29/04/2018,1524952800
37091,2017-18,2,37,Cultural Leonesa,Cordoba,2,1,29/04/2018,1524952800
37092,2017-18,2,37,Rayo Vallecano,Tenerife,3,1,29/04/2018,1524952800
37093,2017-18,2,38,Alcorcon,Cultural Leonesa,0,0,04/05/2018,1525384800
37094,2017-18,2,38,Barcelona Atletic,Reus,0,1,05/05/2018,1525471200
37095,2017-18,2,38,Cordoba,Huesca,2,4,05/05/2018,1525471200
37096,2017-18,2,38,Tenerife,Almeria,0,0,05/05/2018,1525471200
37097,2017-18,2,38,Zaragoza,Sporting de Gijon,2,1,05/05/2018,1525471200
37098,2017-18,2,38,Numancia,Valladolid,0,1,05/05/2018,1525471200
37099,2017-18,2,38,Albacete,Cadiz,1,1,06/05/2018,1525557600
37100,2017-18,2,38,Lugo,Sevilla Atletico,1,0,06/05/2018,1525557600
37101,2017-18,2,38,Gimnastic de Tarragona,Osasuna,0,2,06/05/2018,1525557600
37102,2017-18,2,38,Oviedo,Lorca FC,2,0,06/05/2018,1525557600
37103,2017-18,2,38,Granada,Rayo Vallecano,0,2,07/05/2018,1525644000
37104,2017-18,2,39,Lorca FC,Numancia,2,1,11/05/2018,1525989600
37105,2017-18,2,39,Valladolid,Albacete,3,2,12/05/2018,1526076000
37106,2017-18,2,39,Sporting de Gijon,Barcelona Atletic,2,3,12/05/2018,1526076000
37107,2017-18,2,39,Reus,Tenerife,1,1,12/05/2018,1526076000
37108,2017-18,2,39,Osasuna,Oviedo,2,1,12/05/2018,1526076000
37109,2017-18,2,39,Sevilla Atletico,Gimnastic de Tarragona,1,0,13/05/2018,1526162400
37110,2017-18,2,39,Almeria,Granada,2,0,13/05/2018,1526162400
37111,2017-18,2,39,Huesca,Alcorcon,1,1,13/05/2018,1526162400
37112,2017-18,2,39,Cultural Leonesa,Lugo,1,1,13/05/2018,1526162400
37113,2017-18,2,39,Rayo Vallecano,Cordoba,1,2,13/05/2018,1526162400
37114,2017-18,2,39,Cadiz,Zaragoza,2,0,14/05/2018,1526248800
37115,2017-18,2,40,Tenerife,Sporting de Gijon,1,0,18/05/2018,1526594400
37116,2017-18,2,40,Gimnastic de Tarragona,Cultural Leonesa,5,3,19/05/2018,1526680800
37117,2017-18,2,40,Lorca FC,Valladolid,1,5,19/05/2018,1526680800
37118,2017-18,2,40,Oviedo,Sevilla Atletico,2,1,19/05/2018,1526680800
37119,2017-18,2,40,Granada,Reus,1,0,19/05/2018,1526680800
37120,2017-18,2,40,Alcorcon,Rayo Vallecano,4,0,20/05/2018,1526767200
37121,2017-18,2,40,Numancia,Osasuna,1,1,20/05/2018,1526767200
37122,2017-18,2,40,Barcelona Atletic,Cadiz,3,1,20/05/2018,1526767200
37123,2017-18,2,40,Cordoba,Almeria,2,0,20/05/2018,1526767200
37124,2017-18,2,40,Zaragoza,Albacete,4,1,20/05/2018,1526767200
37125,2017-18,2,40,Lugo,Huesca,0,2,21/05/2018,1526853600
37126,2017-18,2,41,Reus,Cordoba,1,2,27/05/2018,1527372000
37127,2017-18,2,41,Osasuna,Lorca FC,1,0,27/05/2018,1527372000
37128,2017-18,2,41,Zaragoza,Valladolid,3,2,27/05/2018,1527372000
37129,2017-18,2,41,Cultural Leonesa,Oviedo,2,0,27/05/2018,1527372000
37130,2017-18,2,41,Rayo Vallecano,Lugo,1,0,27/05/2018,1527372000
37131,2017-18,2,41,Sevilla Atletico,Numancia,2,1,27/05/2018,1527372000
37132,2017-18,2,41,Albacete,Barcelona Atletic,0,0,27/05/2018,1527372000
37133,2017-18,2,41,Almeria,Alcorcon,0,0,27/05/2018,1527372000
37134,2017-18,2,41,Cadiz,Tenerife,1,1,27/05/2018,1527372000
37135,2017-18,2,41,Huesca,Gimnastic de Tarragona,0,1,27/05/2018,1527372000
37136,2017-18,2,41,Sporting de Gijon,Granada,2,1,27/05/2018,1527372000
37137,2017-18,2,42,Lorca FC,Sevilla Atletico,2,1,01/06/2018,1527804000
37138,2017-18,2,42,Granada,Cadiz,2,1,02/06/2018,1527890400
37139,2017-18,2,42,Cordoba,Sporting de Gijon,3,0,02/06/2018,1527890400
37140,2017-18,2,42,Tenerife,Albacete,1,1,02/06/2018,1527890400
37141,2017-18,2,42,Lugo,Almeria,1,1,02/06/2018,1527890400
37142,2017-18,2,42,Gimnastic de Tarragona,Rayo Vallecano,2,0,02/06/2018,1527890400
37143,2017-18,2,42,Valladolid,Osasuna,2,0,02/06/2018,1527890400
37144,2017-18,2,42,Oviedo,Huesca,2,1,02/06/2018,1527890400
37145,2017-18,2,42,Alcorcon,Reus,3,0,02/06/2018,1527890400
37146,2017-18,2,42,Numancia,Cultural Leonesa,2,1,02/06/2018,1527890400
37147,2017-18,2,42,Barcelona Atletic,Zaragoza,0,2,02/06/2018,1527890400
